Date,Sunrise,Sunset
1/6/2011,07:20:02,16:42:48
1/7/2011,07:19:57,16:43:46
1/8/2011,07:19:49,16:44:46
1/9/2011,07:19:39,16:45:46
1/10/2011,07:19:27,16:46:48
1/11/2011,07:19:13,16:47:51
1/12/2011,07:18:56,16:48:55
1/13/2011,07:18:38,16:50:00
1/14/2011,07:18:17,16:51:06
1/15/2011,07:17:53,16:52:13
1/16/2011,07:17:28,16:53:20
1/17/2011,07:17:01,16:54:29
1/18/2011,07:16:31,16:55:38
1/19/2011,07:15:59,16:56:48
1/20/2011,07:15:25,16:57:58
1/21/2011,07:14:49,16:59:09
1/22/2011,07:14:11,17:00:21
1/23/2011,07:13:31,17:01:33
1/24/2011,07:12:49,17:02:45
1/25/2011,07:12:05,17:03:58
1/26/2011,07:11:19,17:05:11
1/27/2011,07:10:32,17:06:25
1/28/2011,07:09:42,17:07:38
1/29/2011,07:08:51,17:08:52
1/30/2011,07:07:57,17:10:06
1/31/2011,07:07:02,17:11:20
2/1/2011,07:06:05,17:12:35
2/2/2011,07:05:07,17:13:49
2/3/2011,07:04:07,17:15:03
2/4/2011,07:03:05,17:16:17
2/5/2011,07:02:01,17:17:32
2/6/2011,07:00:56,17:18:46
2/7/2011,06:59:50,17:20:00
2/8/2011,06:58:41,17:21:14
2/9/2011,06:57:32,17:22:28
2/10/2011,06:56:21,17:23:41
2/11/2011,06:55:09,17:24:55
2/12/2011,06:53:55,17:26:08
2/13/2011,06:52:40,17:27:21
2/14/2011,06:51:24,17:28:34
2/15/2011,06:50:06,17:29:47
2/16/2011,06:48:47,17:30:59
2/17/2011,06:47:27,17:32:11
2/18/2011,06:46:06,17:33:23
2/19/2011,06:44:44,17:34:34
2/20/2011,06:43:21,17:35:46
2/21/2011,06:41:56,17:36:57
2/22/2011,06:40:31,17:38:07
2/23/2011,06:39:05,17:39:18
2/24/2011,06:37:38,17:40:28
2/25/2011,06:36:10,17:41:37
2/26/2011,06:34:41,17:42:47
2/27/2011,06:33:11,17:43:56
2/28/2011,06:31:40,17:45:05
3/1/2011,06:30:09,17:46:13
3/2/2011,06:28:37,17:47:21
3/3/2011,06:27:04,17:48:29
3/4/2011,06:25:31,17:49:37
3/5/2011,06:23:57,17:50:44
3/6/2011,06:22:23,17:51:51
3/7/2011,06:20:47,17:52:58
3/8/2011,06:19:12,17:54:04
3/9/2011,06:17:36,17:55:10
3/10/2011,06:15:59,17:56:16
3/11/2011,06:14:22,17:57:22
3/12/2011,06:12:45,17:58:28
3/13/2011,06:11:07,17:59:33
3/14/2011,06:09:29,18:00:38
3/15/2011,06:07:51,18:01:43
3/16/2011,06:06:12,18:02:48
3/17/2011,06:04:34,18:03:52
3/18/2011,06:02:55,18:04:57
3/19/2011,06:01:16,18:06:01
3/20/2011,05:59:36,18:07:05
3/21/2011,05:57:57,18:08:09
3/22/2011,05:56:17,18:09:12
3/23/2011,05:54:38,18:10:16
3/24/2011,05:52:58,18:11:20
3/25/2011,05:51:19,18:12:23
3/26/2011,05:49:39,18:13:26
3/27/2011,05:48:00,18:14:30
3/28/2011,05:46:21,18:15:33
3/29/2011,05:44:41,18:16:36
3/30/2011,05:43:02,18:17:39
3/31/2011,05:41:24,18:18:42
4/1/2011,05:39:45,18:19:45
4/2/2011,05:38:07,18:20:48
4/3/2011,05:36:29,18:21:51
4/4/2011,05:34:51,18:22:54
4/5/2011,05:33:14,18:23:56
4/6/2011,05:31:37,18:24:59
4/7/2011,05:30:00,18:26:02
4/8/2011,05:28:24,18:27:05
4/9/2011,05:26:48,18:28:08
4/10/2011,05:25:13,18:29:11
4/11/2011,05:23:38,18:30:14
4/12/2011,05:22:04,18:31:17
4/13/2011,05:20:31,18:32:20
4/14/2011,05:18:58,18:33:23
4/15/2011,05:17:25,18:34:26
4/16/2011,05:15:54,18:35:29
4/17/2011,05:14:23,18:36:32
4/18/2011,05:12:53,18:37:35
4/19/2011,05:11:23,18:38:38
4/20/2011,05:09:55,18:39:41
4/21/2011,05:08:27,18:40:44
4/22/2011,05:07:00,18:41:47
4/23/2011,05:05:34,18:42:50
4/24/2011,05:04:09,18:43:53
4/25/2011,05:02:45,18:44:56
4/26/2011,05:01:22,18:45:58
4/27/2011,05:00:00,18:47:01
4/28/2011,04:58:39,18:48:04
4/29/2011,04:57:19,18:49:07
4/30/2011,04:56:00,18:50:09
5/1/2011,04:54:43,18:51:12
5/2/2011,04:53:26,18:52:14
5/3/2011,04:52:11,18:53:16
5/4/2011,04:50:57,18:54:18
5/5/2011,04:49:45,18:55:20
5/6/2011,04:48:33,18:56:22
5/7/2011,04:47:23,18:57:23
5/8/2011,04:46:14,18:58:24
5/9/2011,04:45:07,18:59:25
5/10/2011,04:44:01,19:00:26
5/11/2011,04:42:57,19:01:26
5/12/2011,04:41:54,19:02:26
5/13/2011,04:40:53,19:03:25
5/14/2011,04:39:53,19:04:24
5/15/2011,04:38:55,19:05:22
5/16/2011,04:37:58,19:06:20
5/17/2011,04:37:03,19:07:18
5/18/2011,04:36:10,19:08:15
5/19/2011,04:35:19,19:09:11
5/20/2011,04:34:29,19:10:07
5/21/2011,04:33:41,19:11:01
5/22/2011,04:32:54,19:11:56
5/23/2011,04:32:10,19:12:49
5/24/2011,04:31:27,19:13:42
5/25/2011,04:30:46,19:14:33
5/26/2011,04:30:07,19:15:24
5/27/2011,04:29:30,19:16:14
5/28/2011,04:28:55,19:17:03
5/29/2011,04:28:21,19:17:51
5/30/2011,04:27:50,19:18:38
5/31/2011,04:27:20,19:19:24
6/1/2011,04:26:53,19:20:08
6/2/2011,04:26:27,19:20:52
6/3/2011,04:26:03,19:21:34
6/4/2011,04:25:41,19:22:15
6/5/2011,04:25:22,19:22:55
6/6/2011,04:25:04,19:23:33
6/7/2011,04:24:48,19:24:10
6/8/2011,04:24:35,19:24:45
6/9/2011,04:24:23,19:25:19
6/10/2011,04:24:13,19:25:51
6/11/2011,04:24:05,19:26:22
6/12/2011,04:24:00,19:26:51
6/13/2011,04:23:56,19:27:19
6/14/2011,04:23:54,19:27:45
6/15/2011,04:23:54,19:28:09
6/16/2011,04:23:56,19:28:32
6/17/2011,04:24:00,19:28:52
6/18/2011,04:24:06,19:29:11
6/19/2011,04:24:14,19:29:29
6/20/2011,04:24:23,19:29:44
6/21/2011,04:24:35,19:29:57
6/22/2011,04:24:48,19:30:09
6/23/2011,04:25:03,19:30:18
6/24/2011,04:25:20,19:30:26
6/25/2011,04:25:39,19:30:32
6/26/2011,04:26:00,19:30:36
6/27/2011,04:26:22,19:30:37
6/28/2011,04:26:45,19:30:37
6/29/2011,04:27:11,19:30:35
6/30/2011,04:27:38,19:30:31
7/1/2011,04:28:06,19:30:24
7/2/2011,04:28:37,19:30:16
7/3/2011,04:29:08,19:30:06
7/4/2011,04:29:41,19:29:53
7/5/2011,04:30:16,19:29:39
7/6/2011,04:30:51,19:29:23
7/7/2011,04:31:29,19:29:04
7/8/2011,04:32:07,19:28:44
7/9/2011,04:32:47,19:28:21
7/10/2011,04:33:27,19:27:57
7/11/2011,04:34:09,19:27:30
7/12/2011,04:34:53,19:27:02
7/13/2011,04:35:37,19:26:31
7/14/2011,04:36:22,19:25:59
7/15/2011,04:37:08,19:25:24
7/16/2011,04:37:55,19:24:48
7/17/2011,04:38:43,19:24:10
7/18/2011,04:39:32,19:23:30
7/19/2011,04:40:22,19:22:48
7/20/2011,04:41:12,19:22:04
7/21/2011,04:42:04,19:21:18
7/22/2011,04:42:56,19:20:30
7/23/2011,04:43:48,19:19:41
7/24/2011,04:44:41,19:18:50
7/25/2011,04:45:35,19:17:57
7/26/2011,04:46:30,19:17:03
7/27/2011,04:47:24,19:16:07
7/28/2011,04:48:20,19:15:09
7/29/2011,04:49:15,19:14:09
7/30/2011,04:50:12,19:13:08
7/31/2011,04:51:08,19:12:06
8/1/2011,04:52:05,19:11:01
8/2/2011,04:53:02,19:09:56
8/3/2011,04:54:00,19:08:49
8/4/2011,04:54:57,19:07:40
8/5/2011,04:55:55,19:06:30
8/6/2011,04:56:54,19:05:19
8/7/2011,04:57:52,19:04:06
8/8/2011,04:58:51,19:02:52
8/9/2011,04:59:49,19:01:36
8/10/2011,05:00:48,19:00:20
8/11/2011,05:01:47,18:59:02
8/12/2011,05:02:46,18:57:43
8/13/2011,05:03:45,18:56:23
8/14/2011,05:04:44,18:55:01
8/15/2011,05:05:43,18:53:39
8/16/2011,05:06:42,18:52:15
8/17/2011,05:07:42,18:50:51
8/18/2011,05:08:41,18:49:25
8/19/2011,05:09:40,18:47:59
8/20/2011,05:10:39,18:46:31
8/21/2011,05:11:38,18:45:03
8/22/2011,05:12:37,18:43:33
8/23/2011,05:13:37,18:42:03
8/24/2011,05:14:36,18:40:32
8/25/2011,05:15:35,18:39:01
8/26/2011,05:16:34,18:37:28
8/27/2011,05:17:33,18:35:55
8/28/2011,05:18:31,18:34:21
8/29/2011,05:19:30,18:32:47
8/30/2011,05:20:29,18:31:11
8/31/2011,05:21:28,18:29:36
9/1/2011,05:22:27,18:27:59
9/2/2011,05:23:25,18:26:23
9/3/2011,05:24:24,18:24:45
9/4/2011,05:25:22,18:23:07
9/5/2011,05:26:21,18:21:29
9/6/2011,05:27:20,18:19:50
9/7/2011,05:28:18,18:18:11
9/8/2011,05:29:17,18:16:32
9/9/2011,05:30:15,18:14:52
9/10/2011,05:31:14,18:13:12
9/11/2011,05:32:12,18:11:31
9/12/2011,05:33:11,18:09:51
9/13/2011,05:34:09,18:08:10
9/14/2011,05:35:08,18:06:29
9/15/2011,05:36:06,18:04:47
9/16/2011,05:37:05,18:03:06
9/17/2011,05:38:04,18:01:25
9/18/2011,05:39:03,17:59:43
9/19/2011,05:40:02,17:58:02
9/20/2011,05:41:01,17:56:20
9/21/2011,05:42:00,17:54:38
9/22/2011,05:42:59,17:52:57
9/23/2011,05:43:58,17:51:15
9/24/2011,05:44:58,17:49:34
9/25/2011,05:45:58,17:47:53
9/26/2011,05:46:57,17:46:12
9/27/2011,05:47:57,17:44:31
9/28/2011,05:48:58,17:42:50
9/29/2011,05:49:58,17:41:10
9/30/2011,05:50:58,17:39:30
10/1/2011,05:51:59,17:37:50
10/2/2011,05:53:00,17:36:11
10/3/2011,05:54:01,17:34:32
10/4/2011,05:55:03,17:32:53
10/5/2011,05:56:05,17:31:15
10/6/2011,05:57:07,17:29:37
10/7/2011,05:58:09,17:28:00
10/8/2011,05:59:11,17:26:23
10/9/2011,06:00:14,17:24:47
10/10/2011,06:01:17,17:23:11
10/11/2011,06:02:21,17:21:36
10/12/2011,06:03:24,17:20:02
10/13/2011,06:04:28,17:18:29
10/14/2011,06:05:33,17:16:56
10/15/2011,06:06:38,17:15:24
10/16/2011,06:07:43,17:13:53
10/17/2011,06:08:48,17:12:22
10/18/2011,06:09:54,17:10:53
10/19/2011,06:11:00,17:09:24
10/20/2011,06:12:06,17:07:56
10/21/2011,06:13:13,17:06:30
10/22/2011,06:14:20,17:05:04
10/23/2011,06:15:27,17:03:39
10/24/2011,06:16:34,17:02:16
10/25/2011,06:17:42,17:00:53
10/26/2011,06:18:51,16:59:32
10/27/2011,06:19:59,16:58:12
10/28/2011,06:21:08,16:56:53
10/29/2011,06:22:17,16:55:36
10/30/2011,06:23:27,16:54:19
10/31/2011,06:24:36,16:53:04
11/1/2011,06:25:46,16:51:51
11/2/2011,06:26:56,16:50:39
11/3/2011,06:28:07,16:49:28
11/4/2011,06:29:17,16:48:19
11/5/2011,06:30:28,16:47:11
11/6/2011,06:31:39,16:46:05
11/7/2011,06:32:50,16:45:00
11/8/2011,06:34:01,16:43:57
11/9/2011,06:35:12,16:42:56
11/10/2011,06:36:23,16:41:56
11/11/2011,06:37:34,16:40:58
11/12/2011,06:38:45,16:40:02
11/13/2011,06:39:56,16:39:08
11/14/2011,06:41:07,16:38:15
11/15/2011,06:42:18,16:37:25
11/16/2011,06:43:28,16:36:36
11/17/2011,06:44:39,16:35:49
11/18/2011,06:45:49,16:35:05
11/19/2011,06:46:59,16:34:22
11/20/2011,06:48:08,16:33:41
11/21/2011,06:49:17,16:33:02
11/22/2011,06:50:26,16:32:25
11/23/2011,06:51:34,16:31:51
11/24/2011,06:52:41,16:31:18
11/25/2011,06:53:48,16:30:48
11/26/2011,06:54:55,16:30:20
11/27/2011,06:56:00,16:29:54
11/28/2011,06:57:05,16:29:30
11/29/2011,06:58:09,16:29:08
11/30/2011,06:59:12,16:28:49
12/1/2011,07:00:14,16:28:32
12/2/2011,07:01:15,16:28:17
12/3/2011,07:02:15,16:28:04
12/4/2011,07:03:14,16:27:54
12/5/2011,07:04:12,16:27:46
12/6/2011,07:05:09,16:27:41
12/7/2011,07:06:04,16:27:37
12/8/2011,07:06:58,16:27:36
12/9/2011,07:07:51,16:27:37
12/10/2011,07:08:42,16:27:41
12/11/2011,07:09:32,16:27:47
12/12/2011,07:10:20,16:27:55
12/13/2011,07:11:07,16:28:05
12/14/2011,07:11:52,16:28:18
12/15/2011,07:12:35,16:28:33
12/16/2011,07:13:16,16:28:50
12/17/2011,07:13:56,16:29:09
12/18/2011,07:14:34,16:29:31
12/19/2011,07:15:10,16:29:55
12/20/2011,07:15:44,16:30:21
12/21/2011,07:16:16,16:30:49
12/22/2011,07:16:47,16:31:19
12/23/2011,07:17:15,16:31:51
12/24/2011,07:17:41,16:32:25
12/25/2011,07:18:05,16:33:01
12/26/2011,07:18:27,16:33:40
12/27/2011,07:18:47,16:34:20
12/28/2011,07:19:04,16:35:01
12/29/2011,07:19:20,16:35:45
12/30/2011,07:19:33,16:36:31
12/31/2011,07:19:44,16:37:18
1/1/2012,07:19:53,16:38:07
1/2/2012,07:19:59,16:38:57
1/3/2012,07:20:03,16:39:49
1/4/2012,07:20:05,16:40:43
1/5/2012,07:20:05,16:41:38
1/6/2012,07:20:03,16:42:34
1/7/2012,07:19:58,16:43:32
1/8/2012,07:19:51,16:44:31
1/9/2012,07:19:42,16:45:31
1/10/2012,07:19:30,16:46:33
1/11/2012,07:19:16,16:47:36
1/12/2012,07:19:00,16:48:39
1/13/2012,07:18:42,16:49:44
1/14/2012,07:18:22,16:50:50
1/15/2012,07:17:59,16:51:56
1/16/2012,07:17:34,16:53:04
1/17/2012,07:17:07,16:54:12
1/18/2012,07:16:38,16:55:21
1/19/2012,07:16:07,16:56:31
1/20/2012,07:15:33,16:57:41
1/21/2012,07:14:58,16:58:52
1/22/2012,07:14:20,17:00:03
1/23/2012,07:13:41,17:01:15
1/24/2012,07:12:59,17:02:28
1/25/2012,07:12:16,17:03:40
1/26/2012,07:11:30,17:04:53
1/27/2012,07:10:43,17:06:07
1/28/2012,07:09:54,17:07:20
1/29/2012,07:09:03,17:08:34
1/30/2012,07:08:10,17:09:48
1/31/2012,07:07:15,17:11:02
2/1/2012,07:06:19,17:12:17
2/2/2012,07:05:21,17:13:31
2/3/2012,07:04:21,17:14:45
2/4/2012,07:03:20,17:15:59
2/5/2012,07:02:16,17:17:14
2/6/2012,07:01:12,17:18:28
2/7/2012,07:00:06,17:19:42
2/8/2012,06:58:58,17:20:56
2/9/2012,06:57:49,17:22:10
2/10/2012,06:56:38,17:23:24
2/11/2012,06:55:26,17:24:37
2/12/2012,06:54:13,17:25:50
2/13/2012,06:52:58,17:27:04
2/14/2012,06:51:42,17:28:16
2/15/2012,06:50:25,17:29:29
2/16/2012,06:49:06,17:30:42
2/17/2012,06:47:46,17:31:54
2/18/2012,06:46:26,17:33:06
2/19/2012,06:45:04,17:34:17
2/20/2012,06:43:41,17:35:28
2/21/2012,06:42:17,17:36:39
2/22/2012,06:40:52,17:37:50
2/23/2012,06:39:26,17:39:00
2/24/2012,06:37:59,17:40:11
2/25/2012,06:36:31,17:41:20
2/26/2012,06:35:02,17:42:30
2/27/2012,06:33:33,17:43:39
2/28/2012,06:32:02,17:44:48
2/29/2012,06:30:31,17:45:56
3/1/2012,06:28:59,17:47:05
3/2/2012,06:27:27,17:48:13
3/3/2012,06:25:54,17:49:20
3/4/2012,06:24:20,17:50:28
3/5/2012,06:22:45,17:51:35
3/6/2012,06:21:10,17:52:42
3/7/2012,06:19:35,17:53:48
3/8/2012,06:17:59,17:54:54
3/9/2012,06:16:23,17:56:00
3/10/2012,06:14:46,17:57:06
3/11/2012,06:13:09,17:58:12
3/12/2012,06:11:31,17:59:17
3/13/2012,06:09:53,18:00:22
3/14/2012,06:08:15,18:01:27
3/15/2012,06:06:36,18:02:32
3/16/2012,06:04:58,18:03:37
3/17/2012,06:03:19,18:04:41
3/18/2012,06:01:40,18:05:45
3/19/2012,06:00:00,18:06:49
3/20/2012,05:58:21,18:07:53
3/21/2012,05:56:41,18:08:57
3/22/2012,05:55:02,18:10:01
3/23/2012,05:53:22,18:11:04
3/24/2012,05:51:43,18:12:08
3/25/2012,05:50:03,18:13:11
3/26/2012,05:48:24,18:14:14
3/27/2012,05:46:45,18:15:17
3/28/2012,05:45:05,18:16:20
3/29/2012,05:43:26,18:17:24
3/30/2012,05:41:48,18:18:27
3/31/2012,05:40:09,18:19:30
4/1/2012,05:38:31,18:20:32
4/2/2012,05:36:53,18:21:35
4/3/2012,05:35:15,18:22:38
4/4/2012,05:33:37,18:23:41
4/5/2012,05:32:00,18:24:44
4/6/2012,05:30:23,18:25:47
4/7/2012,05:28:47,18:26:50
4/8/2012,05:27:11,18:27:53
4/9/2012,05:25:36,18:28:56
4/10/2012,05:24:01,18:29:58
4/11/2012,05:22:27,18:31:01
4/12/2012,05:20:53,18:32:04
4/13/2012,05:19:20,18:33:07
4/14/2012,05:17:48,18:34:10
4/15/2012,05:16:16,18:35:13
4/16/2012,05:14:45,18:36:16
4/17/2012,05:13:15,18:37:19
4/18/2012,05:11:45,18:38:22
4/19/2012,05:10:16,18:39:25
4/20/2012,05:08:48,18:40:28
4/21/2012,05:07:21,18:41:31
4/22/2012,05:05:55,18:42:34
4/23/2012,05:04:30,18:43:37
4/24/2012,05:03:06,18:44:40
4/25/2012,05:01:42,18:45:43
4/26/2012,05:00:20,18:46:46
4/27/2012,04:58:59,18:47:49
4/28/2012,04:57:39,18:48:52
4/29/2012,04:56:20,18:49:54
4/30/2012,04:55:02,18:50:57
5/1/2012,04:53:45,18:51:59
5/2/2012,04:52:30,18:53:01
5/3/2012,04:51:15,18:54:03
5/4/2012,04:50:02,18:55:05
5/5/2012,04:48:51,18:56:07
5/6/2012,04:47:40,18:57:08
5/7/2012,04:46:31,18:58:10
5/8/2012,04:45:24,18:59:10
5/9/2012,04:44:18,19:00:11
5/10/2012,04:43:13,19:01:11
5/11/2012,04:42:10,19:02:11
5/12/2012,04:41:08,19:03:11
5/13/2012,04:40:08,19:04:10
5/14/2012,04:39:09,19:05:08
5/15/2012,04:38:12,19:06:06
5/16/2012,04:37:17,19:07:04
5/17/2012,04:36:23,19:08:01
5/18/2012,04:35:31,19:08:57
5/19/2012,04:34:41,19:09:53
5/20/2012,04:33:52,19:10:48
5/21/2012,04:33:06,19:11:43
5/22/2012,04:32:21,19:12:36
5/23/2012,04:31:38,19:13:29
5/24/2012,04:30:56,19:14:21
5/25/2012,04:30:17,19:15:12
5/26/2012,04:29:39,19:16:02
5/27/2012,04:29:03,19:16:51
5/28/2012,04:28:29,19:17:40
5/29/2012,04:27:57,19:18:27
5/30/2012,04:27:27,19:19:13
5/31/2012,04:26:59,19:19:58
6/1/2012,04:26:33,19:20:41
6/2/2012,04:26:09,19:21:24
6/3/2012,04:25:47,19:22:05
6/4/2012,04:25:27,19:22:45
6/5/2012,04:25:09,19:23:24
6/6/2012,04:24:52,19:24:01
6/7/2012,04:24:38,19:24:36
6/8/2012,04:24:26,19:25:11
6/9/2012,04:24:16,19:25:43
6/10/2012,04:24:07,19:26:15
6/11/2012,04:24:01,19:26:44
6/12/2012,04:23:57,19:27:12
6/13/2012,04:23:55,19:27:39
6/14/2012,04:23:54,19:28:03
6/15/2012,04:23:56,19:28:26
6/16/2012,04:23:59,19:28:47
6/17/2012,04:24:05,19:29:07
6/18/2012,04:24:12,19:29:24
6/19/2012,04:24:21,19:29:40
6/20/2012,04:24:32,19:29:54
6/21/2012,04:24:45,19:30:06
6/22/2012,04:25:00,19:30:16
6/23/2012,04:25:17,19:30:24
6/24/2012,04:25:35,19:30:31
6/25/2012,04:25:55,19:30:35
6/26/2012,04:26:17,19:30:37
6/27/2012,04:26:40,19:30:37
6/28/2012,04:27:05,19:30:36
6/29/2012,04:27:32,19:30:32
6/30/2012,04:28:00,19:30:26
7/1/2012,04:28:30,19:30:18
7/2/2012,04:29:01,19:30:08
7/3/2012,04:29:33,19:29:56
7/4/2012,04:30:07,19:29:43
7/5/2012,04:30:43,19:29:27
7/6/2012,04:31:20,19:29:09
7/7/2012,04:31:58,19:28:49
7/8/2012,04:32:37,19:28:27
7/9/2012,04:33:18,19:28:03
7/10/2012,04:33:59,19:27:37
7/11/2012,04:34:42,19:27:09
7/12/2012,04:35:26,19:26:39
7/13/2012,04:36:11,19:26:07
7/14/2012,04:36:57,19:25:33
7/15/2012,04:37:44,19:24:57
7/16/2012,04:38:32,19:24:19
7/17/2012,04:39:21,19:23:39
7/18/2012,04:40:10,19:22:58
7/19/2012,04:41:01,19:22:14
7/20/2012,04:41:52,19:21:29
7/21/2012,04:42:43,19:20:42
7/22/2012,04:43:36,19:19:53
7/23/2012,04:44:29,19:19:03
7/24/2012,04:45:22,19:18:10
7/25/2012,04:46:17,19:17:16
7/26/2012,04:47:11,19:16:20
7/27/2012,04:48:07,19:15:23
7/28/2012,04:49:02,19:14:24
7/29/2012,04:49:58,19:13:23
7/30/2012,04:50:55,19:12:21
7/31/2012,04:51:52,19:11:17
8/1/2012,04:52:49,19:10:12
8/2/2012,04:53:46,19:09:05
8/3/2012,04:54:44,19:07:57
8/4/2012,04:55:42,19:06:47
8/5/2012,04:56:40,19:05:36
8/6/2012,04:57:38,19:04:24
8/7/2012,04:58:37,19:03:10
8/8/2012,04:59:35,19:01:55
8/9/2012,05:00:34,19:00:38
8/10/2012,05:01:33,18:59:21
8/11/2012,05:02:32,18:58:02
8/12/2012,05:03:31,18:56:42
8/13/2012,05:04:30,18:55:21
8/14/2012,05:05:29,18:53:59
8/15/2012,05:06:28,18:52:36
8/16/2012,05:07:27,18:51:11
8/17/2012,05:08:27,18:49:46
8/18/2012,05:09:26,18:48:20
8/19/2012,05:10:25,18:46:52
8/20/2012,05:11:24,18:45:24
8/21/2012,05:12:23,18:43:55
8/22/2012,05:13:22,18:42:25
8/23/2012,05:14:21,18:40:54
8/24/2012,05:15:20,18:39:23
8/25/2012,05:16:19,18:37:51
8/26/2012,05:17:18,18:36:18
8/27/2012,05:18:17,18:34:44
8/28/2012,05:19:16,18:33:10
8/29/2012,05:20:15,18:31:35
8/30/2012,05:21:14,18:29:59
8/31/2012,05:22:12,18:28:23
9/1/2012,05:23:11,18:26:46
9/2/2012,05:24:10,18:25:09
9/3/2012,05:25:08,18:23:31
9/4/2012,05:26:07,18:21:53
9/5/2012,05:27:05,18:20:14
9/6/2012,05:28:04,18:18:35
9/7/2012,05:29:02,18:16:56
9/8/2012,05:30:01,18:15:16
9/9/2012,05:30:59,18:13:36
9/10/2012,05:31:58,18:11:56
9/11/2012,05:32:57,18:10:15
9/12/2012,05:33:55,18:08:34
9/13/2012,05:34:54,18:06:53
9/14/2012,05:35:52,18:05:12
9/15/2012,05:36:51,18:03:31
9/16/2012,05:37:50,18:01:49
9/17/2012,05:38:49,18:00:08
9/18/2012,05:39:47,17:58:26
9/19/2012,05:40:46,17:56:45
9/20/2012,05:41:46,17:55:03
9/21/2012,05:42:45,17:53:22
9/22/2012,05:43:44,17:51:40
9/23/2012,05:44:44,17:49:59
9/24/2012,05:45:43,17:48:17
9/25/2012,05:46:43,17:46:36
9/26/2012,05:47:43,17:44:55
9/27/2012,05:48:43,17:43:15
9/28/2012,05:49:43,17:41:34
9/29/2012,05:50:44,17:39:54
9/30/2012,05:51:44,17:38:14
10/1/2012,05:52:45,17:36:35
10/2/2012,05:53:47,17:34:56
10/3/2012,05:54:48,17:33:17
10/4/2012,05:55:50,17:31:39
10/5/2012,05:56:52,17:30:01
10/6/2012,05:57:54,17:28:23
10/7/2012,05:58:56,17:26:47
10/8/2012,05:59:59,17:25:10
10/9/2012,06:01:02,17:23:35
10/10/2012,06:02:05,17:22:00
10/11/2012,06:03:09,17:20:25
10/12/2012,06:04:13,17:18:51
10/13/2012,06:05:17,17:17:18
10/14/2012,06:06:22,17:15:46
10/15/2012,06:07:27,17:14:15
10/16/2012,06:08:32,17:12:44
10/17/2012,06:09:37,17:11:14
10/18/2012,06:10:43,17:09:46
10/19/2012,06:11:50,17:08:18
10/20/2012,06:12:56,17:06:51
10/21/2012,06:14:03,17:05:25
10/22/2012,06:15:10,17:04:00
10/23/2012,06:16:18,17:02:36
10/24/2012,06:17:26,17:01:13
10/25/2012,06:18:34,16:59:52
10/26/2012,06:19:42,16:58:31
10/27/2012,06:20:51,16:57:12
10/28/2012,06:22:00,16:55:54
10/29/2012,06:23:10,16:54:38
10/30/2012,06:24:19,16:53:22
10/31/2012,06:25:29,16:52:09
11/1/2012,06:26:39,16:50:56
11/2/2012,06:27:49,16:49:45
11/3/2012,06:29:00,16:48:35
11/4/2012,06:30:11,16:47:27
11/5/2012,06:31:21,16:46:21
11/6/2012,06:32:32,16:45:16
11/7/2012,06:33:43,16:44:12
11/8/2012,06:34:54,16:43:11
11/9/2012,06:36:05,16:42:11
11/10/2012,06:37:17,16:41:12
11/11/2012,06:38:28,16:40:16
11/12/2012,06:39:39,16:39:21
11/13/2012,06:40:50,16:38:28
11/14/2012,06:42:00,16:37:37
11/15/2012,06:43:11,16:36:48
11/16/2012,06:44:22,16:36:01
11/17/2012,06:45:32,16:35:15
11/18/2012,06:46:42,16:34:32
11/19/2012,06:47:51,16:33:51
11/20/2012,06:49:00,16:33:11
11/21/2012,06:50:09,16:32:34
11/22/2012,06:51:17,16:31:59
11/23/2012,06:52:25,16:31:26
11/24/2012,06:53:32,16:30:55
11/25/2012,06:54:38,16:30:26
11/26/2012,06:55:44,16:30:00
11/27/2012,06:56:49,16:29:36
11/28/2012,06:57:53,16:29:13
11/29/2012,06:58:56,16:28:54
11/30/2012,06:59:59,16:28:36
12/1/2012,07:01:00,16:28:21
12/2/2012,07:02:01,16:28:07
12/3/2012,07:03:00,16:27:57
12/4/2012,07:03:58,16:27:48
12/5/2012,07:04:55,16:27:42
12/6/2012,07:05:51,16:27:38
12/7/2012,07:06:45,16:27:36
12/8/2012,07:07:38,16:27:37
12/9/2012,07:08:30,16:27:40
12/10/2012,07:09:20,16:27:45
12/11/2012,07:10:08,16:27:53
12/12/2012,07:10:55,16:28:03
12/13/2012,07:11:41,16:28:15
12/14/2012,07:12:24,16:28:29
12/15/2012,07:13:06,16:28:46
12/16/2012,07:13:46,16:29:05
12/17/2012,07:14:25,16:29:26
12/18/2012,07:15:01,16:29:49
12/19/2012,07:15:36,16:30:14
12/20/2012,07:16:08,16:30:42
12/21/2012,07:16:39,16:31:11
12/22/2012,07:17:08,16:31:43
12/23/2012,07:17:34,16:32:17
12/24/2012,07:17:59,16:32:53
12/25/2012,07:18:21,16:33:30
12/26/2012,07:18:42,16:34:10
12/27/2012,07:19:00,16:34:51
12/28/2012,07:19:16,16:35:34
12/29/2012,07:19:29,16:36:19
12/30/2012,07:19:41,16:37:06
12/31/2012,07:19:50,16:37:55
1/1/2013,07:19:57,16:38:45
1/2/2013,07:20:02,16:39:36
1/3/2013,07:20:05,16:40:30
1/4/2013,07:20:05,16:41:24
1/5/2013,07:20:03,16:42:20
1/6/2013,07:19:59,16:43:18
1/7/2013,07:19:52,16:44:17
1/8/2013,07:19:44,16:45:17
1/9/2013,07:19:33,16:46:18
1/10/2013,07:19:19,16:47:20
